kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
1602;0000-2400;1234567;IRN;IRIB Voice of I.R.Iran;;ME;Garmsar;1;;
1602;0000-2400;1234567;IRN;IRIB Voice of I.R.Iran;;ME;Damghan;1;;
1602;0300-2100;1234567;IRN;IRIB Sedaye Khuzestan IRIB Radio;FS;ME;Dezful;1;;
1602;0000-2400;1234567;IRN;IRIB Voice of I.R.Iran;FS;ME;Estahban;1;;
1602;0000-2400;1234567;IRN;IRIB Voice of I.R.Iran;FS;ME;Behabad;1;;
1602;0000-2400;1234567;LVA;Radio Tsentr;;LVA;Riga/Daugavriva;1;;
1602;0000-2400;1234567;POL;Radio AM;PO;POL;Kraków/Rajsko;1;;
1602;0000-2400;1234567;ROU;ALT FM;RO;ROU;Arad;1;;
1602;0000-2400;1234567;ROU;Radio Vocea Speranței;RO;ROU;Piatra Neamț;1;;
1602;0300-2000;1234567;SDN;SRTC Idhaat Welayat Janobi Kurdufan;A;SDN;Kaduqli/Kadugli;1;;
1602;0000-2400;1234567;SRB;RTS Radio Beograd 1;SR;SRB;Sjenica;1;;
1602;2000-2400;1234567;HOL;Radio Podenco;;HOL;Warffum;1;;
1602;0000-2400;1234567;AUS;2CP ABC Southeast NSW;E;AUS;Cooma;1;;
1602;0000-2400;1234567;AUS;3WL ABC Western Victoria;E;AUS;Warrnambool;1;;
1602;0000-2400;1234567;AUS;5LC ABC North and West SA;E;AUS;Leigh Creek;1;;
1602;0100-1200;12345;PHL;DZUP-AM University of the Philippines;E,TAG;SEA;Quezon City/Diliman UP;1;;
1602;2100-1540;1234567;J;JOCC NHK Radio 2;J;FE;Asahikawa;1;;
1602;2100-1540;1234567;J;JOFD NHK Radio 2;J;FE;Fukushima;1;;
1602;2100-1540;1234567;J;JOKC NHK Radio 2;J;FE;Kofu;1;;
1602;2100-1540;1234567;J;JOSB NHK Radio 2;J;FE;Kitakyushu;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Miyakojima;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Naze;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Nichinan;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Hitoyoshi;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Nobeoka;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Uwajima;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Koza;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Tanabe;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Kumano;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Onomichi;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Tojo;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Kawamoto;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Maizuru;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Hagiwara;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Kisofukushima;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Ueda;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Tajima;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Kamaishi;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Yokote;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Iwaizumi;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Urakawa;1;;
1602;2100-1540;1234567;J;NHK Radio 2;J;FE;Enbetsu;1;;
1602;0845-1415;1234567;PAK;PBC Radio Pakistan North;GJ,HD;SAS;Abbottabad;1;;
1610;0000-2400;1234567;CAN;CHHA Radio Voces Latinas;S;CAN;Toronto, ON;1;;
1610;0000-2400;1234567;CAN;CHRN Radio Humsafar;;CAN;Montréal, QC;1;;
1610;0000-2400;1234567;CAN;CJLO Concordia University Radio;E;CAN;Montréal, QC;1;;
1610;0000-2400;1234567;PRU;Radio Carabamba;S;PRU;Julcan-a;1;;
1610;0000-2400;1234567;PRU;Radio Inka;S;PRU;Puno-g;1;;
1610;0800-1900;1234567;PRU;OAU60 Radio El Sol;S;PRU;Arequipa;1;;
1610;1000-2000;12345;PRG;R.Colegio Tecnico Municipal;S;PRG;Ñemby-a;1;;
1610;0000-2400;1234567;ARG;Radio Maranata AM;S;ARG;Puerto Iguazú-a;1;;
1610;0000-2400;1234567;ARG;Radio Exitos;S;ARG;Ituzaingó;1;;
1610;0000-2400;1234567;ARG;Radio Mágica;S;ARG;Laboulaye-a;1;;
1610;0000-2400;1234567;ARG;Radio Guayviyú;S;ARG;Gregorio de Laferrere-b;1;;
1610;0000-2400;1234567;ARG;Radio Luz del Mundo;S;ARG;Rafael Calzada-b;1;;
1610;0000-2400;1234567;PRU;Radio San Juan;S;PRU;El Tambo, Bambamarca;1;;
1611;0000-2400;irr;AUS;Station X;E;AUS;ww;1;;
1611;1500-2210;;NOR;Radio Northern Star;NO;NEu;be;2;;
1611;2100-2300;1234567;NOR;Radio Northern Star;NO;NOR;Erdal;1;;
1611;0000-2400;1234567;;Radio Augusta;;Eu;;1;;
1611;0000-2400;1234567;AUS;2RF Rete Italia;I;AUS;Griffith/44-46 Altin Street;1;;
1611;0000-2400;1234567;AUS;4KZ;E;AUS;Karumba;1;;
1611;0000-2400;1234567;AUS;6GS Easy Listening 1611AM;E;AUS;Wagin;1;;
1611;0000-2400;1234567;AUS;8RF Rete Italia;I;AUS;Darwin;1;;
1611;0000-2400;1234567;AUS;Francis Greenway High School R.;E;AUS;Newcastle/Lawson Avenue;1;;
1611;0000-2400;1234567;AUS;Gold MX;E;AUS;Albany;1;;
1611;0000-2400;1234567;AUS;Hot Country;E;AUS;Emerald;1;;
1611;0000-2400;1234567;AUS;Hot Country;E;AUS;Roma/201 Miscamble Street;1;;
1611;0000-2400;1234567;AUS;Hot Country;E;AUS;Saint George/Thuraggi Road;1;;
1611;0000-2400;1234567;AUS;Hot Country;E;AUS;Goondiwindi/Boundary Road;1;;
1611;0000-2400;1234567;AUS;Old Gold;E;AUS;Mildura/6 Byrne Court;1;;
1611;0000-2400;1234567;AUS;Rete Italia;I;AUS;Esperance/Pattersons Road;1;;
1611;0000-2400;1234567;AUS;Station X;E;AUS;Wee Waa;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Grafton;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;St.Marys/Elizabeth Dr;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Margaret River/1719 Bussell Highway;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Adelaide;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Chiltern;1;;
1611;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Melbourne/Hoppers Crossing;1;;
1611;0000-2400;1234567;AUS;Willetton State Senior High School;E;AUS;Willetton;1;;
1611;0000-2400;1234567;AUS;AFL Nation;E;AUS;Launceston/Abels Hill;1;;
1611;0000-2400;1234567;AUS;1611 SEN Top End;E;AUS;Northern Territory;1;;
1620;0000-2400;;CUB;Radio Rebelde;S;Car;;1;;[0119]
1620;0000-2400;1234567;CUB;Radio Rebelde;S;CUB;Guanabacoa/CTOM2;1;;
1620;0000-2400;1234567;CUB;CMNL Radio Bayamo;S;CUB;Bayamo;1;;
1620;0000-2400;1234567;CUB;Radio Rebelde;S;CUB;Santa Clara;1;;
1620;0000-2400;1234567;USA;KOZN 1620 The Zone;E;USA;Bellevue, NE;1;;
1620;0000-2400;1234567;USA;KSMH Relevant Radio;E;USA;Auburn (West Sacramento), CA;1;;
1620;0000-2400;1234567;USA;KYIZ The Z Twins;E;USA;Renton, WA;1;;
1620;0000-2400;1234567;USA;WNRP NewsRadio 92.3 FM/1620 AM;E;USA;Gulf Breeze, FL;1;;
1620;0000-2400;1234567;USA;WTAW NewsTalk 1620;E;USA;College Station, TX;1;;
1620;0000-2400;1234567;VIR;WDHP 1620 The Reef;E;VIR;Frederiksted;1;;
1620;0000-2400;1234567;GRC;Radio Ouranio Toxo;GR;GRC;Larissa;1;;
1620;0000-2400;1234567;ARG;Radio Sentires;S;ARG;Merlo;1;;
1620;0000-2400;1234567;PRU;Radio Choquechamaca;S;PRU;Chamaca;1;;
1620;0000-2400;1234567;ARG;Radio Italia;S;ARG;Villa Martelli;1;;
1620;0000-2400;1234567;ARG;AM 1620 La Radio;S;ARG;Mar del Plata-b;1;;
1620;0000-2400;1234567;ARG;Radio Mitre 1620 AM;S;ARG;Cañada de Gómez;1;;
1620;0000-2400;1234567;MEX;XECSGU Creo Radio;S;MEX;Guachochi;1;;
1620;0000-2400;1234567;PRU;Radio Choque Chamaca;S;PRU;Chamaca;1;;
1620;0000-2400;1234567;AUS;2MORO Sawt el Ghad;E;AUS;Sydney/Homebush Bay;1;;
1620;0000-2400;1234567;AUS;3CW Australian Chinese Radio Cantonese Channel;CA;AUS;Melbourne/Bayswater;1;;
1620;0000-2400;1234567;AUS;Radio Two;E;AUS;Perth/Mundaring;1;;
1620;0000-2400;1234567;AUS;Rete Italia;I;AUS;Sunshine Coast (Caloundra);1;;
1620;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Taylors Beach;1;;
1620;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Brisbane;1;;
1624.5;0000-2400;;FRO;OXJ Tórshavn Radio;-TY;NEu;t;1;;
1625;0000-2400;1234567;GRC;Radio Nikolas Dynamitis;GR;GRC;Tyrnavos;1;;
1626;0000-2400;1234567;GRC;Radio Delta Dimitris;GR;GRC;;1;;
1629;0000-2400;1234567;ARG;Red de Vida;S;ARG;Monte Grande-b;1;;
1629;0000-2400;1234567;AUS;1629AM Newcastle;E;AUS;Newcastle/St Josephs Home;1;;
1629;0000-2400;1234567;AUS;3ABN;E;AUS;Busselton/Kealy;1;;
1629;0000-2400;1234567;AUS;Hot Country;E;AUS;Dalby;1;;
1629;0000-2400;1234567;AUS;Radio Nostalgia;E;AUS;Melbourne/Williamstown;1;;
1629;0000-2400;1234567;AUS;Rete Italia;I;AUS;Mackay/Cremorne (113 Palm Street);1;;
1629;0000-2400;1234567;AUS;Rete Italia;I;AUS;Albany/Ulster Road;1;;
1629;0000-2400;1234567;AUS;Rete Italia;I;AUS;Shepparton/Central Avenue;1;;
1629;0000-2400;1234567;AUS;Rete Italia;I;AUS;Compton (Mt Gambier);1;;
1629;0000-2400;1234567;AUS;SEN SA 1629;I;AUS;Adelaide/523 South Rd;1;;
1629;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Dubbo (Brocklehurst);1;;
1629;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Bathurst;1;;
1630;1400-0600;1234567;MEX;XEUT UABC Radio;S;MEX;Tijuana;1;;
1630;0000-2400;1234567;SLV;Radio Elohim;S;SLV;San Salvador;1;;
1630;0000-2400;1234567;USA;The Mighty 1630 KCJJ;E;USA;Iowa City, IA;1;;
1630;0000-2400;1234567;USA;KKGM Black Information Network;E;USA;Fort Worth, TX;1;;
1630;0000-2400;1234567;USA;KRND La Jota Mexicana;S;USA;Cheyenne/Fox Farm, WY;1;;
1630;0000-2400;1234567;USA;KVAM Your Network of Praise;S;USA;Cheyenne/Fox Farm, WY;1;;
1630;0000-2400;1234567;GRC;Radio Asteras;GR;GRC;Kilkis;1;;
1630;0000-2400;1234567;ARG;LRI234 Radio América;S;ARG;San José-a;1;;
1630;0000-2400;1234567;ARG;Radio Diagonal 1630;S;ARG;La Plata-b;1;;
1635;0233-0248;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;
1635;0633-0648;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;
1635;1033-1048;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;
1635;1203-1218;;NOR;Telenor Kystradio North;E;NEu;hf;1;;
1635;1433-1448;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;
1635;1833-1848;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;
1635;2233-2248;;NOR;Telenor Kystradio North;NO;NEu;hf;1;;[1121]
1635;2303-2318;;NOR;Telenor Kystradio North;E;NEu;hf;1;;[1121]
1638;0037-0047;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;0337-0347;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;0637-0647;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;0937-0947;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;1237-1247;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;1537-1547;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;1837-1847;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;2137-2147;;GRL;OYR Aasiaat Radio;E;GRL;pa;1;;
1638;0000-2400;1234567;AUS;2ME Radio;E;AUS;Darwin/5 Nemarluk Drive;1;;
1638;0000-2400;1234567;AUS;2ME Radio;E;AUS;Sydney/Bicentennial Park;1;;
1638;0000-2400;1234567;AUS;2ME Radio;E;AUS;Melbourne/South Morang;1;;
1638;0000-2400;1234567;AUS;CRI Easy FM;E;AUS;Brisbane/Long Pocket;1;;
1638;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Armidale;1;;
1640;0000-2400;1234567;DOM;Radio Juventus Don Bosco;S;DOM;Santo Domingo-a;1;;
1640;0000-2400;1234567;USA;KBJA K-Talk 1640;E;USA;Sandy, UT;1;;
1640;0000-2400;1234567;USA;KDIA The Light at the Top of the Dial;E;USA;Vallejo, CA;1;;
1640;0000-2400;1234567;USA;KDZR La Patrona 1640;S;USA;Lake Oswego, OR;1;;
1640;0000-2400;1234567;USA;KZLS The Eagle 1640;E;USA;Enid, OK;1;;
1640;0000-2400;1234567;USA;WSJP Relevant Radio;E;USA;Sussex, WI;1;;
1640;0000-2400;1234567;USA;WTNI 106.3 Casino Radio;E;USA;Biloxi (Gulfport), MS;1;;
1640;0000-2400;1234567;ARG;Radio Boanerges;S;ARG;Posadas-a;1;;
1640;0000-2400;1234567;ARG;Radio Hosanna;S;ARG;Isidro Casanova-b;1;;
1641;0000-2400;;FRO;OXJ Tórshavn Radio;E;NEu;t;1;;
1641;1034-1050;;FRO;OXJ Tórshavn Radio;E;NEu;t;1;;
1641;2234-2250;;FRO;OXJ Tórshavn Radio;E;NEu;t;1;;[1121]
1644;0000-2400;;CNR;Arrecife Radio;S;NAO;pr;1;;
1644;0633-0648;;CNR;Arrecife Radio;S;NAO;pr;1;;
1644;1040-1055;;CNR;Arrecife Radio;S;NAO;pr;1;;
1644;1603-1618;;CNR;Arrecife Radio;S;NAO;pr;1;;
1644;2034-2049;;CNR;Arrecife Radio;E,S;NAO;pr;1;;[1121]
1644;2110-2125;;CNR;Arrecife Radio;S;NAO;pr;1;;
1644;2235-2250;;CNR;Las Palmas Radio;S;NAO;pr;1;;[1121]
1647;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Mackay;1;;
1650;0433-0443;;EST;Tallinn Radio;E;NEu;ta;2;;
1650;1333-1343;;EST;Tallinn Radio;E;NEu;ta;2;;
1650;0000-0015;;F;CROSS Corsen Radio Wx;F;WEu;oe;4;;
1650;0403-0418;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;[1121]
1650;0500-0515;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;
1650;0535-0545;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;
1650;0615-0630;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;
1650;1735-1745;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;
1650;1815-1830;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;[0916]
1650;1900-1915;;F;CROSS Corsen Radio Wx;F;WEu;oe;2;;[1118]
1650;2300-2315;;F;CROSS Corsen Radio Wx;F;WEu;oe;1;;[1121]
1650;0000-2400;;ISL;Reykjavik Radio TFA;IS;NAO;rs;1;;
1650;0000-2400;1234567;CAN;CINA 1650;HI,UR;CAN;Mississauga, ON;1;;
1650;0000-2400;1234567;CAN;CKZW Gospel Media Communications;F,E;CAN;Montréal, QC;1;;
1650;0000-2400;1234567;MEX;XEARZ ZER Radio 16-50;S;MEX;México D.F.;1;;
1650;0000-2400;1234567;USA;KBJD 1650 Radio Luz;S;USA;Denver, CO;1;;
1650;0000-2400;1234567;USA;KCNZ 1650 The Fan;E;USA;Cedar Falls, IA;1;;
1650;0000-2400;1234567;USA;KFOX Radio Seoul;K;USA;Torrance, CA;1;;
1650;0000-2400;1234567;USA;KFSW The Cross 98.7;E;USA;Fort Smith, AR;1;;
1650;0000-2400;1234567;USA;WHKT Praise 104.9;E;USA;Portsmouth, VA;1;;
1650;0000-2400;1234567;USA;KSVE La Suavecita 93.9;S;USA;El Paso, TX;1;;
1650;0000-2400;1234567;ARG;Radio Regional AM;S;ARG;Laboulaye-b;1;;
1650;0000-2400;1234567;ARG;Radio A;S;ARG;Adrogue;1;;
1650;0000-2400;1234567;ARG;Antares AM;S;ARG;Pilar-b;1;;
1650;0000-2400;1234567;ARG;Radio Guarani;S;ARG;Buenos Aires-k;1;;
1650;0000-2400;1234567;PRU;Radio Santa Rosa;S;PRU;San Ignacio-c;1;;
1656;0000-2400;;E;Valencia Radio;S;SEu;hv;1;;
1656;0233-0248;;E;Valencia Radio;S;SEu;hv;1;;[1121]
1656;0840-0855;;E;Valencia Radio;S;SEu;hv;1;;
1656;0903-0918;;E;Valencia Radio;S;SEu;hv;1;;
1656;1503-1518;;E;Valencia Radio;S;SEu;hv;1;;
1656;2003-2018;;E;Valencia Radio;S;SEu;hv;1;;
1656;2303-2318;;E;Valencia Radio;S;SEu;hv;1;;[1121]
1656;0000-2400;1234567;AUS;Radio Rhythm;E;AUS;Brisbane/Sunnybank Hills;1;;
1656;0000-2400;1234567;AUS;Radio Rhythm;E;AUS;Melbourne;1;;
1656;0000-2400;1234567;AUS;The Axe;E;AUS;Broken Hill/622 Beryl St;1;;
1656;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Bundaberg;1;;
1656;0000-2400;1234567;AUS;VJS577;E;AUS;Adelaide/Willunga;1;;
1659;0205-0220;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;0505-0520;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;0805-0820;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;1105-1120;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;1405-1420;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;1705-1720;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;2005-2020;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;2305-2320;;ISL;Reykjavik Radio;E;NAO;hf;1;;
1659;0233-0248;;NOR;Telenor Kystradio North;NO;NEu;at;1;;[1121]
1659;0633-0648;;NOR;Telenor Kystradio North;NO;NEu;at;1;;
1659;1033-1048;;NOR;Telenor Kystradio North;NO;NEu;at;1;;
1659;1203-1218;;NOR;Telenor Kystradio North;E;NEu;at;1;;
1659;1433-1448;;NOR;Telenor Kystradio North;NO;NEu;at;1;;
1659;1833-1848;;NOR;Telenor Kystradio North;NO;NEu;at;1;;
1659;2233-2248;;NOR;Telenor Kystradio North;NO;NEu;at;1;;[1121]
1659;2303-2318;;NOR;Telenor Kystradio North;E;NEu;at;1;;
1660;0000-2400;1234567;USA;WCNZ  Relevant Radio;E;USA;Marco Island, FL;1;;
1660;0000-2400;1234567;PTR;WGIT Faro de Santidad;S;PTR;Canóvanas;1;;
1660;0000-2400;1234567;USA;KBRE 105.7 The Bear;E;USA;Merced, CA;1;;
1660;0000-2400;1234567;USA;KQWB Bison 1660;E;USA;West Fargo, ND;1;;
1660;0000-2400;1234567;USA;KRZI ESPN Central Texas;E;USA;Waco, TX;1;;
1660;0000-2400;1234567;USA;KWOD 1660 The Bet;E;USA;Kansas City, KS;1;;
1660;0000-2400;1234567;USA;WBCN Fox Sports Radio Charlotte;E;USA;Charlotte, NC;1;;
1660;0000-2400;1234567;USA;WTOU 95.5 The Touch;E;USA;Kalamazoo, MI;1;;
1660;0000-2400;1234567;USA;WWRU K-RADIO AM 1660;E;USA;Jersey City/Carlstadt, NJ;1;;
1660;0000-2400;1234567;ARG;Radio Revivir;S;ARG;Isidro Casanova/Gregorio de Laferrère;1;;
1660;0000-2400;1234567;ARG;LRI232 Radio Ciudad of Nogoyá;S;ARG;Nogoyá;1;;
1665;0037-0047;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;0337-0347;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;0637-0647;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;0937-0947;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;1237-1247;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;1537-1547;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;1837-1847;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;2137-2147;;GRL;OYR Aasiaat Radio;E;GRL;uu;1;;
1665;0000-2400;1234567;GRL;Ittoqqotoormiit Radio;GD;GRL;Ittoqqotoormiit;1;;
1665;0000-2400;1234567;AUS;2MM Greek Radio;GR;AUS;Sydney/Marrickville;1;;
1665;0000-2400;1234567;AUS;Radio Rhythm;E;AUS;Brisbane/Bald Hills;1;;
1665;0000-2400;1234567;AUS;Vision Christian Radio;E;AUS;Melbourne/Vermont;1;;
1670;0000-2400;1234567;CAN;CJEU Radio Jeunesse;F;CAN;Gatineau, QC;1;;
1670;0000-2400;1234567;DOM;HIC81 La Voz del Yuna;S;DOM;Bonao;1;;
1670;0000-2400;1234567;MEX;XEANAH Radio Anáhuac;S;MEX;Huixquilucan;1;;
1670;0000-2400;1234567;USA;KHPY ESNE Radio;S;USA;Moreno Valley, CA;1;;
1670;0000-2400;1234567;USA;KQMS News Talk Superstation;E;USA;Redding, CA;1;;
1670;0000-2400;1234567;USA;WMGE Black Information Network;E;USA;Dry Branch, GA;1;;
1670;0000-2400;1234567;USA;WOZN 106.7FM/1670AM The Zone;E;USA;Madison, WI;1;;
1670;0000-2400;1234567;MEX;XEFCR Heraldo Radio;S;MEX;Reynosa;1;;
1670;0000-2400;1234567;ARG;Radio Rubi;S;ARG;Rafael Castillo-a;1;;
1670;0000-2400;1234567;ARG;Radio Gratitud;S;ARG;Glew-a;1;;
1674;0200-0240;;S;Stockholm Radio;E;NEu;t;1;;[0418]
1674;0600-0640;;S;Stockholm Radio;E;NEu;t;1;;
1674;0630-0645;;S;Stockholm Radio;SWE;NEu;t;5;;
1674;0700-0715;;S;Stockholm Radio;SWE;NEu;t;5;;
1674;1000-1040;;S;Stockholm Radio;E;NEu;t;1;;
1674;1400-1440;;S;Stockholm Radio;E;NEu;t;1;;
1674;1430-1445;;S;Stockholm Radio;SWE;NEu;t;5;;
1674;1500-1515;;S;Stockholm Radio;SWE;NEu;t;5;;
1674;1800-1840;;S;Stockholm Radio;E;NEu;t;1;;[0420]
1674;2200-2240;;S;Stockholm Radio;E;NEu;t;1;;
1674;2230-1130;1234567;PHL;DZBF-AM Radyo Marikina;E,TAG;SEA;Marikina City/Engineering Center;1;;
1674;0000-2400;1234567;AUS;Radio Haanji Melbourne;PJ,HI;AUS;Melbourne/Werribee South;1;;
1674;0000-2400;1234567;AUS;Radio Haanji Sydney;PJ,HI;AUS;Colyton;1;;
1677;0000-2400;;E;Coruña Radio;S;SEu;rs;1;;
1677;0703-0718;;E;Coruña Radio;S;SEu;rs;1;;[1219]
1677;0903-0918;;E;Coruña Radio;S;SEu;rs;1;;
1677;1503-1518;;E;Coruña Radio;S;SEu;rs;1;;
1677;1900-1910;;E;Coruña Radio;S,E;SEu;rs;1;;[0422]
1677;2033-2048;;E;Coruña Radio;S,E;SEu;rs;1;;[0321]
1677;2303-2318;;E;Coruña Radio;S;SEu;rs;1;;[1121]
1677;0033-0048;;IRL;Malin Head Coastguard;E;WEu;mh;1;;[0817]
1677;0433-0448;;IRL;Malin Head Coastguard;E;WEu;mh;1;;
1677;0833-0848;;IRL;Malin Head Coastguard;E;WEu;mh;1;;
1677;1233-1248;;IRL;Malin Head Coastguard;E;WEu;mh;1;;
1677;1633-1648;;IRL;Malin Head Coastguard;E;WEu;mh;1;;
1677;2033-2048;;IRL;Malin Head Coastguard;E;WEu;mh;1;;[1121]
1680;0233-0248;;NOR;Telenor Kystradio South;NO;NEu;f;1;;[1121]
1680;0633-0648;;NOR;Telenor Kystradio South;NO;NEu;f;1;;[1121]
1680;1033-1048;;NOR;Telenor Kystradio South;NO;NEu;f;1;;
1680;1215-1230;;NOR;Telenor Kystradio South;E;NEu;f;1;;
1680;1433-1448;;NOR;Telenor Kystradio South;NO;NEu;f;1;;
1680;1833-1848;;NOR;Telenor Kystradio South;NO;NEu;f;1;;
1680;2233-2248;;NOR;Telenor Kystradio South;NO;NEu;f;1;;[1121]
1680;2315-2330;;NOR;Telenor Kystradio South;E;NEu;f;1;;[1121]
1680;0000-2400;1234567;DOM;Radio Senda;S;DOM;San Pedro de Macorís;1;;
1680;0000-2400;1234567;USA;KGED Bendita Eucaristia Radio;E;USA;Fresno, CA;1;;
1680;0000-2400;1234567;USA;KNTS 1680 AM;S;USA;Seattle, WA;1;;
1680;0000-2400;1234567;USA;KRJO 99.7 The Legend;E;USA;Monroe, LA;1;;
1680;0000-2400;1234567;USA;WOKB 1680 AM;E;USA;Winter Garden, FL;1;;
1680;0000-2400;1234567;USA;WPRR 102.5 The Ride;E;USA;Ada, MI;1;;
1680;0000-2400;1234567;USA;WTTM La Unika 1680 AM;S;USA;Lindenwold, NJ;1;;
1680;0000-2400;1234567;ARG;Universidad Tecnológica Nacional ;S;ARG;;1;;
1683;0000-2400;1234567;AUS;Greek Radio;GR;AUS;Sydney/Lakemba (27 Leslie St);1;;
1683;0000-2400;1234567;AUS;Greek Radio;GR;AUS;Melbourne;1;;
1689;0000-2400;;CNR;Las Palmas Radio;S;SEu;lm;1;;
1689;0633-0648;;CNR;Las Palmas Radio;S;SEu;lm;1;;
1689;1040-1055;;CNR;Las Palmas Radio;S;SEu;lm;1;;
1689;1603-1618;;CNR;Las Palmas Radio;S;SEu;lm;1;;
1689;2110-2125;;CNR;Las Palmas Radio;S;SEu;lm;1;;
1689;2235-2250;;CNR;Las Palmas Radio;S;SEu;lm;1;;[1121]
1690;0000-2400;1234567;CAN;CHTO AM 1690 Toronto;GR;CAN;Toronto/Scarborough, ON;1;;
1690;0000-2400;1234567;CAN;CJLO Concordia University Radio;E;CAN;Montréal, QC;1;;
1690;0000-2400;1234567;USA;KDMT Relevant Radio;E;USA;Arvada, CO;1;;
1690;0000-2400;1234567;USA;KFSG Radio Poder;S;USA;Roseville, CA;1;;
1690;0000-2400;1234567;USA;WPTX Songs of Your Life;E;USA;Lexington Park, MD;1;;
1690;0000-2400;1234567;USA;WVON Black Information Network;E;USA;Berwyn, IL;1;;
1690;0000-2400;1234567;USA;WMLB Freedom 1690;E;USA;Avondale Estates, GA;1;;
1690;0000-2400;1234567;VIR;WGOD Radio 97.9FM;E;VIR;Charlotte Amalie, USVI;1;;
1690;0000-2400;1234567;ARG;Radio Apocalipsis II;S;ARG;San Justo-c;1;;
1692;0600-2100;irr;AUS;Radio Symban;GR;AUS;hp;1;;[0422]
1692;0233-0248;;NOR;Telenor Kystradio South;NO;NEu;ro;1;;[1121]
1692;0633-0648;;NOR;Telenor Kystradio South;NO;NEu;ro;1;;[1121]
