kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60
15150;0900-1000;;USA;Voice of America;M;FE;/THA-u;0;;
15150;1000-1100;;USA;Voice of America;M;FE;/THA-u;0;;
15150;1100-1200;;USA;Voice of America;M;FE;/THA-u;0;;
15155;1830-1900;;USA;Adventist World Radio;E;EAf;/CLN-t;0;;
15155;1230-1330;;USA;Radio Free Asia;KH;SEA;/D-L;6;511;3103
15160;0100-0200;;CHN;China Radio Int.;M;FE;j;0;;
15160;0200-0300;;CHN;China Radio Int.;M;FE;j;0;;
15160;0300-0400;;CHN;China Radio Int.;M;FE;j;0;;
15160;0400-0500;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0500-0600;;CHN;China Radio Int.;CA;FE;j;0;;
15160;0600-0700;;CHN;China Radio Int.;M;FE;j;0;;
15160;1030-1130;;CHN;China Radio Int.;KH;SEA;n;0;;
15160;1400-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;2810;2611
15160;0900-1000;;KOR;KBS World Radio;K;ME;k;1;;
15160;0800-0830;;USA;Adventist World Radio;KB;NAf;/D-n;0;;
15160;1400-1500;;USA;Voice of America;TB;FE;/KWT-j;6;2810;2611
15170;0800-1500;23Dec;AFS;Channel Africa;SWA;EAf;;6;2012;2312
15170;0300-0600;;ARS;BSKSA Holy Quran;A;ME;;1;;
15170;0400-0500;;CHN;China Radio Int.;M;SAs;ka;0;;
15175;1515-1600;;IND;All India Radio GOS;GU;EAf;p;8;;
15175;0700-0730;;USA;Voice of America;HA;WAf;/BOT;6;211;3103
15180;0300-0400;;KRE;Voice of Korea;S;LAm;u;1;;
15180;0400-0500;;KRE;Voice of Korea;E;LAm;u;1;;
15180;0500-0600;;KRE;Voice of Korea;S;LAm;u;1;;
15180;0600-0700;;KRE;Voice of Korea;F;LAm;u;1;;
15180;1000-1100;;KRE;Voice of Korea;E;LAm;u;5;;
15180;1100-1200;;KRE;Voice of Korea;F;LAm;u;5;;
15180;1200-1300;;KRE;Voice of Korea KCBS;K;LAm;u;5;;
15180;1030-1100;;USA;Adventist World Radio;MO;FE;/GUM-a;0;;
15180;1430-1500;;USA;Adventist World Radio;KA;SEA;/CLN-t;0;;
15180;1700-1800;Sa;USA;Radio Itahuka;KRW;RRW;/F;0;;
15180;1630-1700;Mo-Fr;USA;Voice of America;E;EAf;/STP;0;;
15185;0700-0900;;CHN;China Radio Int.;E;SAs;ka;0;;
15185;0900-1000;;CHN;China Radio Int.;E;SAs;ka;0;;
15185;0315-0415;;IND;All India Radio GOS;HI;EAf;b;1;;
15185;0345-0700;26Jan;IND;All India Radio GOS;E;EAf;b;1;1001;2601
15185;0415-0430;;IND;All India Radio GOS;GU;EAf;b;1;;
15185;0430-0530;;IND;All India Radio GOS;HI;EAf;b;1;;
15190;1000-1100;;CHN;China Radio Int.;E;SAs;ka;0;;
15190;1730-1930;;PHL;Radyo Pilipinas;TAG;ME;t;0;;
15190.1;0000-2400;;B;Radio Inconfidencia;P;B;c;1;;[0119]
15195;1425-1630;Sa;D;Deutsche Welle;HA;WAf;/F;6;311;3003
15195;0200-0500;;J;NHK Radio Japan;J;FE;y;0;;
15195;1100-1200;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15200;0630-0700;;D;Deutsche Welle;HA;WAf;/AFS;0;;
15200;1800-1900;;D;Deutsche Welle;HA;WAf;/AFS;0;;
15200;0720-0820;;IRN;IRIB Voice of I.R.Iran;S;SEu;s;0;;
15205;1555-1800;;ARS;BSKSA Holy Quran;A;Eu;;1;;
15210;0900-1000;;CHN;China Radio Int.;E;Oc;k;0;;
15210;1000-1100;;CHN;China Radio Int.;E;Oc;k;0;;
15210;0400-0430;;IND;All India Radio GOS;FS;IRN;p;1;;
15210;0430-0530;;IND;All India Radio GOS;A;ME;p;1;;
15210;0530-0600;Haj;IND;All India Radio GOS;UR;ME;p;1;;
15215;1600-1700;21Feb;D;Radio oomrang;D-P;NAm;/F;6;101;2102
15215;1430-1500;;USA;Adventist World Radio;BR;SEA;/CLN-t;0;;
15215;2300-2400;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15215.1;1200-1230;;IND;Gaweylon Tibetan Radio;TB;SAs;/UAE;1;;
15220;0600-0700;;CHN;China Radio Int.;F;SEu;ka;0;;
15220;0700-0800;;CHN;China Radio Int.;F;SEu;ka;0;;
15220;1000-1100;;CHN;China Radio Int.;HU;Eu;ka;0;;
15225;1450-1800;;ARS;BSKSA 1;A;NAf;;1;;
15225;1100-1200;;CHN;China Radio Int.;CZ;Eu;ka;0;;
15230;1100-1200;;CUB;Radio Habana Cuba;S;SAm;q;5;;
15230;1200-1300;;CUB;Radio Habana Cuba;S;SAm;q;5;;
15230;1300-1400;;CUB;Radio Habana Cuba;S;SAm;q;5;;
15230;1400-1500;;CUB;Radio Habana Cuba;S;SAm;q;5;;
15230;1400-1500;;CUB;Radio Habana Cuba;S;SAm;q;6;2511;2511
15230;0900-1000;;XUU;Unknown Station;;NZL;/D-n;6;3110;3110
15235;1600-1700;Mo-Fr;AFS;Channel Africa;F;WAf;;0;;
15235;1700-1800;Mo-Fr;AFS;Channel Africa;E;WAf;;0;;
15235;1330-1345;Mo-Tu;IND;Athmeeyayathra (GFA);NOC;SAs;/D-n;6;112;1502
15235;1330-1345;Su;IND;Athmeeyayathra (GFA);RON;SAs;/D-n;6;112;1502
15235;1330-1345;Fr-Sa;IND;Athmeeyayathra (GFA);TGK;SAs;/D-n;6;112;1502
15235;1330-1345;We-Th;IND;Athmeeyayathra (GFA);THA;SAs;/D-n;6;112;1502
15235;1345-1400;SaSu;IND;Athmeeyayathra (GFA);C-O;SAs;/D-n;6;112;1502
15235;1345-1400;Th-Fr;IND;Athmeeyayathra (GFA);DEO;SAs;/D-n;6;112;1502
15235;1345-1400;We;IND;Athmeeyayathra (GFA);KAU;SAs;/D-n;6;112;1502
15235;1345-1400;Mo-Tu;IND;Athmeeyayathra (GFA);KBO;SAs;/D-n;6;112;1502
15235;1400-1415;Mo-Tu;IND;Athmeeyayathra (GFA);C-F;SAs;/D-n;6;112;1502
15235;1400-1415;Th-Fr;IND;Athmeeyayathra (GFA);KRB;SAs;/D-n;6;112;1502
15235;1400-1415;Sa;IND;Athmeeyayathra (GFA);NAG;SAs;/D-n;6;112;1502
15235;1400-1415;We;IND;Athmeeyayathra (GFA);RGM;SAs;/D-n;6;112;1502
15235;1400-1415;Su;IND;Athmeeyayathra (GFA);SUM;SAs;/D-n;6;112;1502
15235;1415-1430;SaSu;IND;Athmeeyayathra (GFA);GAR;SAs;/D-n;6;112;1502
15235;1415-1430;We-Fr;IND;Athmeeyayathra (GFA);MIS;SAs;/D-n;6;112;1502
15235;1415-1430;Mo-Tu;IND;Athmeeyayathra (GFA);SNT;SAs;/D-n;6;112;1502
15235;1430-1445;Mo-We;IND;Athmeeyayathra (GFA);DZ;SAs;/D-n;6;112;1502
15235;1430-1445;SaSu;IND;Athmeeyayathra (GFA);KHS;SAs;/D-n;6;112;1502
15235;1430-1445;Th-Fr;IND;Athmeeyayathra (GFA);KNY;SAs;/D-n;6;112;1502
15235;1445-1500;SaSu;IND;Athmeeyayathra (GFA);KHA;SAs;/D-n;6;112;1502
15235;1445-1500;Th-Fr;IND;Athmeeyayathra (GFA);NW;SAs;/D-n;6;112;1502
15235;1445-1500;We;IND;Athmeeyayathra (GFA);SGT;SAs;/D-n;6;112;1502
15235;1445-1500;Mo-Tu;IND;Athmeeyayathra (GFA);SHC;SAs;/D-n;6;112;1502
15235;1500-1515;Tu-We;IND;Athmeeyayathra (GFA);LEP;SAs;/D-n;6;112;1502
15235;1500-1515;Th-Fr;IND;Athmeeyayathra (GFA);MAG;SAs;/D-n;6;112;1502
15235;1500-1515;SaSu;IND;Athmeeyayathra (GFA);MEI;SAs;/D-n;6;112;1502
15235;1500-1515;Mo;IND;Athmeeyayathra (GFA);SHP;SAs;/D-n;6;112;1502
15235;1515-1530;Fr-Su;IND;Athmeeyayathra (GFA);BE;SAs;/D-n;6;112;1502
15235;1515-1530;We-Th;IND;Athmeeyayathra (GFA);MUN;SAs;/D-n;6;112;1502
15235;1515-1530;Mo-Tu;IND;Athmeeyayathra (GFA);TMG;SAs;/D-n;6;112;1502
15235;0600-0700;;TUR;Voice of Turkey;HA;CAf;e;0;;
15235;0700-0800;;TUR;Voice of Turkey;SWA;CAf;e;0;;
15240;1150-1220;;IRN;IRIB Voice of I.R.Iran;HB;ME;s;0;;
15240;1500-2100;;USA;WWRB Manchester, TN;E;NAm;ma;8;;
15245;0700-0900;;KRE;Voice of Korea;R;Eu;u;1;;
15245;0900-1000;;KRE;Voice of Korea;K;Eu;u;8;;
15245;1300-1400;;KRE;Voice of Korea;E;Eu;u;5;;
15245;1400-1500;;KRE;Voice of Korea;F;Eu;u;5;;
15245;1500-1600;;KRE;Voice of Korea;E;Eu;u;5;;
15245;1600-1700;;KRE;Voice of Korea;F;Eu;u;5;;
15245;1700-1800;;KRE;Voice of Korea KCBS;K;Eu;u;5;;
15245;1800-1900;;KRE;Voice of Korea;E;Eu;u;5;;
15245;1900-2000;;KRE;Voice of Korea;S;Eu;u;5;;
15245;2000-2100;;KRE;Voice of Korea;F;Eu;u;5;;
15245;2100-2200;;KRE;Voice of Korea;E;Eu;u;5;;
15245;2200-2300;;KRE;Voice of Korea;S;Eu;u;5;;
15245;2300-2400;;KRE;Voice of Korea KCBS;K;Eu;u;5;;
15250;0900-1100;;CHN;China Radio Int.;M;PHL;k;0;;
15250;0055-0900;;CHN;CNR1 DIGITAL;M;FE;k;1;1501;[0219]
15250;1500-1530;;USA;Adventist World Radio;MZ;SAs;/CLN-t;0;;
15255;1100-1200;;ROU;Radio Romania Int.;F;SEu;g;0;;
15255;1300-1330;;USA;Adventist World Radio;BE;SAs;/GUM-a;0;;
15255;1330-1400;;USA;Adventist World Radio;KBO;SAs;/GUM-a;0;;
15255;1400-1430;;USA;Adventist World Radio;SI;SAs;/MDG;0;;
15260;1000-1100;Su;ROU;Radio Romania Int.;RO;SEu;g;0;;
15260;0800-0830;;S;IBRA Radio Sama;A;ME;/G-w;0;;
15260;1630-1700;;USA;Voice of America;SWA;EAf;/AFS;0;;
15265;1400-1500;;USA;Radio Liberty;UZ;CAs;/D-L;6;2810;1111
15270;1000-1100;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
15270;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
15270;0200-0600;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
15270;0600-0855;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;
15270;1230-1330;;TUR;Voice of Turkey;D;Eu;e;0;;
15270;0900-1000;;TWN;Radio Taiwan Int.;VN;SEA;p;5;;
15270;1000-1030;;TWN;Radio Taiwan Int.;CA;SEA;p;1;;
15270;1030-1100;;TWN;Radio Taiwan Int.;HK;SEA;p;1;;
15275;1000-1100;;D;Deutsche Welle;SWA;EAf;/MDG;0;;
15275;1600-1700;;D;Deutsche Welle;AH;EAf;/F;6;2810;3011
15275;1200-1230;;F;Radio France Int.;BM;WAf;;6;302;3103
15280;0700-0900;;J;NHK Radio Japan;J;SEA;y;0;;
15285;0400-0700;;ARS;BSKSA Riad;SWA;EAf;;1;;[0518]
15285;1700-1730;;EGY;Radio Cairo;SO;EAf;z;1;;
15285;1730-1900;;EGY;Radio Cairo;AH;EAf;z;1;;[0418]
15285;1230-1245;Mo;IND;Athmeeyayathra (GFA);GJ;SAs;/D-n;6;112;1502
15285;1230-1245;We-Th;IND;Athmeeyayathra (GFA);KS;SAs;/D-n;6;112;1502
15285;1230-1245;Tu;IND;Athmeeyayathra (GFA);LAD;SAs;/D-n;6;112;1502
15285;1230-1245;Fr-Su;IND;Athmeeyayathra (GFA);OR;SAs;/D-n;6;112;1502
15285;1245-1300;Th-Fr;IND;Athmeeyayathra (GFA);GU;SAs;/D-n;6;112;1502
15285;1245-1300;SaSu;IND;Athmeeyayathra (GFA);KOY;SAs;/D-n;6;112;1502
15285;1245-1300;Mo-We;IND;Athmeeyayathra (GFA);PS;SAs;/D-n;6;112;1502
15285;1300-1315;;IND;Athmeeyayathra (GFA);NE;SAs;/D-n;6;112;1502
15285;1315-1330;SaSu;IND;Athmeeyayathra (GFA);HI;SAs;/D-n;6;112;1502
15285;1315-1330;We;IND;Athmeeyayathra (GFA);KND;SAs;/D-n;6;112;1502
15285;1315-1330;Th-Fr;IND;Athmeeyayathra (GFA);MAR;SAs;/D-n;6;112;1502
15285;1315-1330;Mo;IND;Athmeeyayathra (GFA);SNT;SAs;/D-n;6;112;1502
15285;1315-1330;Tu;IND;Athmeeyayathra (GFA);VAD;SAs;/D-n;6;112;1502
15285;1330-1345;Sa;IND;Athmeeyayathra (GFA);AMD;SAs;/D-n;6;112;1502
15285;1330-1345;Th-Fr;IND;Athmeeyayathra (GFA);MLT;SAs;/D-n;6;112;1502
15285;1330-1345;Mo-We;IND;Athmeeyayathra (GFA);MEI;SAs;/D-n;6;112;1502
15285;1330-1345;Su;IND;Athmeeyayathra (GFA);TB;SAs;/D-n;6;112;1502
15285;1345-1400;We-Th;IND;Athmeeyayathra (GFA);DES;SAs;/D-n;6;112;1502
15285;1345-1400;Mo-Tu;IND;Athmeeyayathra (GFA);MW;SAs;/D-n;6;112;1502
15285;1345-1400;Su;IND;Athmeeyayathra (GFA);NTK;SAs;/D-n;6;112;1502
15285;1345-1400;Fr-Sa;IND;Athmeeyayathra (GFA);UR;SAs;/D-n;6;112;1502
15285;1400-1415;Th;IND;Athmeeyayathra (GFA);BH;SAs;/D-n;6;112;1502
15285;1400-1415;We;IND;Athmeeyayathra (GFA);BON;SAs;/D-n;6;112;1502
15285;1400-1415;Fr;IND;Athmeeyayathra (GFA);GON;SAs;/D-n;6;112;1502
15285;1400-1415;Su;IND;Athmeeyayathra (GFA);KUP;SAs;/D-n;6;112;1502
15285;1400-1415;Mo-Tu;IND;Athmeeyayathra (GFA);SRA;SAs;/D-n;6;112;1502
15285;1400-1415;Sa;IND;Athmeeyayathra (GFA);YER;SAs;/D-n;6;112;1502
15285;1415-1430;SaSu;IND;Athmeeyayathra (GFA);BNJ;SAs;/D-n;6;112;1502
15285;1415-1430;We-Th;IND;Athmeeyayathra (GFA);GM;SAs;/D-n;6;112;1502
15285;1415-1430;Fr;IND;Athmeeyayathra (GFA);KKN;SAs;/D-n;6;112;1502
15285;1415-1430;Mo-Tu;IND;Athmeeyayathra (GFA);KUI;SAs;/D-n;6;112;1502
15285;1430-1445;SaSu;IND;Athmeeyayathra (GFA);HAR;SAs;/D-n;6;112;1502
15285;1430-1445;Fr;IND;Athmeeyayathra (GFA);KTW;SAs;/D-n;6;112;1502
15285;1430-1445;Th;IND;Athmeeyayathra (GFA);MCH;SAs;/D-n;6;112;1502
15285;1430-1445;Mo-Tu;IND;Athmeeyayathra (GFA);SMP;SAs;/D-n;6;112;1502
15285;1430-1445;We;IND;Athmeeyayathra (GFA);VAR;SAs;/D-n;6;112;1502
15285;1445-1500;SaSu;IND;Athmeeyayathra (GFA);BJ;SAs;/D-n;6;112;1502
15285;1445-1500;Mo-Fr;IND;Athmeeyayathra (GFA);HI;SAs;/D-n;6;112;1502
15290;1900-2030;;EGY;Radio Cairo;E;WAf;z;1;;[0418]
15290;0800-1000;;J;NHK Radio Japan;J;WAf;/F;0;;
15290;0800-0900;We;TWN;Yuye Taiwan Fishery;AM;INS;p;1;;
15295;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0418]
15295;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
15295;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
15295;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
15295;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
15295;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
15295;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15295;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
15295;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
15295;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
15295;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[1018]
15300;0600-0700;;F;Radio France Int.;F;CAf;;8;;
15300;0700-0800;;F;Radio France Int.;F;WAf;;6;2810;202
15300;0800-0900;;F;Radio France Int.;F;WAf;;0;;
15300;1600-1700;;F;Radio France Int.;HA;CAf;;0;;
15300;1700-1800;;F;Radio France Int.;F;Af;;0;;
15300;1800-1900;;F;Radio France Int.;F;WAf;;6;302;3003
15300;1900-2000;;F;Radio France Int.;F;CAf;;8;;
15300;1400-1500;SaSu;USA;Voice of America;KNK;EAf;/CVA;0;;
15310;0000-0030;;G;BBC;BR;SEA;/PHL-t;0;;
15310;0830-0900;;G;BBC;DR;AFG;/OMA-a;0;;
15310;0900-0930;;G;BBC;PS;AFG;/OMA-a;0;;
15310;0930-1000;;G;BBC;DR;AFG;/OMA-a;0;;
15310;1000-1030;;G;BBC;PS;AFG;/OMA-a;0;;
15310;1030-1100;;G;BBC;DR;AFG;/OMA-a;0;;
15310;1100-1130;;G;BBC;PS;AFG;/OMA-a;0;;
15315;1830-1900;;CME;LWF Sauti Linjilia;FU;WAf;/F;5;;
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;2810;1211
15315;0600-0700;;G;BBC;A;EAf;/UAE;6;1311;1411
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;1511;1112
15315;0600-0700;;G;BBC;A;EAf;/UAE;6;1212;1312
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;1412;701
15315;0600-0700;;G;BBC;A;EAf;/UAE;6;801;901
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;1001;1102
15315;0600-0700;;G;BBC;A;EAf;/UAE;6;1202;1302
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;1402;1103
15315;0600-0700;;G;BBC;A;EAf;/UAE;6;1203;1303
15315;0600-0700;;G;BBC;A;EAf;/OMA-a;6;1403;1203
15320;0400-0500;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
15320;1425-1630;Sa;D;Deutsche Welle;HA;WAf;/F;6;311;3003
15320;1200-1230;Sa;D;Mission.Friedensstimme;R;Sib;n;5;;
15320;0300-0400;;TWN;Radio Taiwan Int.;E;SEA;p;1;;
15320;0400-0430;;TWN;Radio Taiwan Int.;CA;SEA;p;1;;
15320;0430-0500;;TWN;Radio Taiwan Int.;HK;SEA;p;1;;
15320;2300-2330;;USA;Adventist World Radio;VN;SEA;/GUM-a;0;;
15325;0900-1000;;J;NHK Radio Japan;J;SAs;y;0;;
15330;1115-1145;;PHL;FEBC Manila;MON;SEA;b;1;;
15330;1145-1200;;PHL;FEBC Manila;K-P;SEA;b;1;;
15335;0800-0900;;CHN;China Radio Int.;R;EEu;ka;0;;
15335;0900-1000;;CHN;China Radio Int.;R;EEu;ka;0;;
15340;0900-1100;;CHN;China Radio Int.;M;SEA;x;0;;
15340;0300-0700;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15340;2100-1700;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;[0219]
15340;0300-0400;;USA;Radio Free Asia;M;FE;/D-L;6;3010;3103
15340;0400-0500;;USA;Radio Free Asia;M;FE;/D-L;6;3010;3103
15340;0500-0700;;USA;Radio Free Asia;M;FE;/D-L;6;3010;3103
15340.2;1000-1300;;TWN;Sound of Hope;M;FE;;1;;[0917]
15340.2;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
15340.2;1400-1430;;TWN;Sound of Hope;M;FE;;1;;
15340.2;1430-1500;;TWN;Sound of Hope;M;FE;;1;;
15340.2;1500-1530;;TWN;Sound of Hope;M;FE;;1;;
15340.2;1530-1600;;TWN;Sound of Hope;M;FE;;1;;
15340.2;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
15340.2;2100-2130;;TWN;Sound of Hope;M;FE;;1;;
15340.2;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
15340.2;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
15340.2;2300-1000;;TWN;Sound of Hope;M;FE;;1;;[0119]
15350;0400-0500;;CHN;China Radio Int.;HK;SAs;ka;0;;
15350;0500-0600;;CHN;China Radio Int.;E;SAs;ka;0;;
15350;0600-0700;;CHN;China Radio Int.;E;SAs;ka;0;;
15350;0700-0900;;CHN;China Radio Int.;E;SAs;ka;0;;
15350;0900-1000;;CHN;China Radio Int.;E;SAs;ka;0;;
15350;1000-1100;;CHN;China Radio Int.;E;SAs;ka;0;;
15350;1530-1600;;HOL;Radio Dabanga;SUD;SDN;/AFS;6;2810;103
15350;1530-1600;;HOL;Radio Dabanga;SUD;SDN;/F;6;103;3103
15350;0700-1400;;TUR;Voice of Turkey;TU;Eu;e;0;;
15350;1100-1200;;TWN;Radio Taiwan Int.;VN;SEA;p;1;;
15360;1700-1800;1367;CLA;Voice of Amara Radio;AH;EAf;/F;8;;[0818]
15360;0550-0650;;IRN;IRIB Voice of I.R.Iran;HA;WAf;s;0;;
15360;1400-1415;;SWZ;Trans World Radio;UR;PAK;;6;2810;3112
15360;1100-1130;;TUR;Voice of Turkey;TT;EEu;e;0;;
15360;1630-1700;2467;USA;Adventist World Radio;SD;SAs;/CLN-t;0;;
15360;1630-1700;135;USA;Adventist World Radio;PS;SAs;/CLN-t;0;;
15365;2300-2330;;USA;Adventist World Radio;KH;SEA;/GUM-a;0;;
15365;2330-2400;Th,Sa;USA;Adventist World Radio;LAO;SEA;/GUM-a;0;;
15365;2330-2400;12357;USA;Adventist World Radio;T;SEA;/GUM-a;0;;
15370;0100-0600;;CHN;China National Radio 1;M;CHN;s;1;;
15370;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;s;1;;
15370;0850-1100;;CHN;China National Radio 1;M;CHN;s;1;;
15370;2000-2100;;CUB;Radio Habana Cuba;E;Eu;b;6;703;703
15370;2030-2100;;CUB;Radio Habana Cuba;F;Eu;b;2;;
15370;2100-2130;;CUB;Radio Habana Cuba;P;Eu;b;2;;
15370;2130-2200;;CUB;Radio Habana Cuba;A;Eu;b;2;;
15370;2200-2400;;CUB;Radio Habana Cuba;S;Eu;b;2;;
15375;1200-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;2810;502
15375;1200-1300;;USA;Radio Free Asia;TB;FE;/TJK;6;2810;502
15375;1300-1400;;USA;Radio Free Asia;TB;FE;/TJK;6;2810;502
15380;0530-0900;;ARS;BSKSA Holy Quran;A;ME;;1;;[1118]
15380;1155-1400;;ARS;BSKSA Holy Quran;A;ME;;1;;[0219]
15380;0030-0600;;CHN;China National Radio 1;M;CHN;b;4;;
15380;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;
15380;0850-1100;;CHN;China National Radio 1;M;CHN;b;1;;[0219]
15380;2300-0600;;CHN;China National Radio 1;M;CHN;b;5;;
15380;0900-1000;Su;ROU;Radio Romania Int.;RO;EGY;g;0;;
15390;0600-0900;We-Mo;CHN;China National Radio 13;UI;CHN;L;1;;
15390;0900-1100;;CHN;China National Radio 13;UI;CHN;L;1;;[0219]
15390;2355-0600;;CHN;China National Radio 13;UI;CHN;L;1;;[0119]
15390;1300-1400;;TUR;Voice of Turkey;UR;PAK;e;0;;
15390;1700-1730;Mo,Sa;CLA;Radio Sinit Eritrea;TIG;ERI;/F;6;1503;3103
15400;1100-1130;SaSu;AUS;Reach Beyond Australia;J;FE;ku;6;2810;211
15400;0600-0800;;G;BBC;E;SAf;/MDG;0;;
15400;1600-1700;;G;BBC;E;SAf;/ASC;0;;
15400;1700-1900;;G;BBC;E;WAf;/ASC;0;;
15400;0400-0500;;ROU;Radio Romania Int.;E;SAs;g;6;1602;3103
15400;1300-1330;;ROU;Radio Romania Int.;A;NAf;t;0;;
15400;1200-1230;;USA;Adventist World Radio;MON;SEA;/CLN-t;0;;
15410;2230-2300;;AUS;Reach Beyond Australia;J;FE;ku;0;;
15410;1000-1100;;IND;All India Radio GOS;E;FE;b;6;2810;1112
15410;1000-1100;;IND;AIR DIGITAL;E;FE;b;1;1212;
15410;1115-1200;;IND;All India Radio GOS;T;SEA;p;1;;
15410;1500-1600;Mo-Fr;SSD;Eye Radio;SUD;EAf;/CVA;6;2810;3112[1218]
15410;1600-1700;Mo-Fr;SSD;Eye Radio;SUD;EAf;/F;0;;[0319]
15410;1700-1800;Mo-Fr;SSD;Eye Radio;SUD;EAf;/F;6;2810;3112
15420;0600-0800;;G;BBC;E;EAf;/AFS;0;;
15420;1100-1130;;G;BBC;SO;EAf;/UAE;0;;
15420;1500-1600;;G;BBC;E;EAf;/AFS;0;;
15420;1630-1700;Mo-Fr;G;BBC;KNK;EAf;/MDG;0;;
15420;1800-1900;Sa;USA;Radio Itahuka;KRW;RRW;/MDG;0;;
15420;1400-2200;irr;USA;WBCQ The Planet;E;NAm;q;0;;
15420;0800-1200;;XUU;Unknown Station;;NZL;/D-n;6;2702;2702
15425;0100-0200;;CHN;China Radio Int.;AM;SEA;x;0;;
15425;0200-0300;;CHN;China Radio Int.;AM;SEA;x;0;;
15425;0000-0100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
15425;0000-0100;;USA;Voice of America;M;FE;/PHL-t;0;;
15430;0500-0600;;CHN;China Radio Int.;E;SAs;ka;0;;
15430;0600-0700;;CHN;China Radio Int.;E;SAs;ka;0;;
15430;0800-0900;Su;ROU;Radio Romania Int.;RO;IRN;g;0;;
15430;1000-1100;Su;ROU;Radio Romania Int.;RO;NAf;t;0;;
15430;1100-1200;;ROU;Radio Romania Int.;F;SEu;t;0;;
15430;1230-1300;357;USA;Adventist World Radio;MEI;SAs;/CLN-t;0;;
15430;1230-1300;1246;USA;Adventist World Radio;BE;SAs;/CLN-t;0;;
15430;1300-1330;;USA;Adventist World Radio;NE;SAs;/CLN-t;0;;
15435;1500-1800;;ARS;BSKSA 1;A;Eu;;1;;
15435;0200-0230;;CHN;China Radio Int.;PS;AFG;x;0;;
15435;0300-0400;;CHN;China Radio Int.;R;CAs;x;0;;
15435;0000-0045;;PHL;FEBC Manila;SHA;SEA;b;1;;
15435;0045-0100;;PHL;FEBC Manila;TN;SEA;b;1;;
15440;0900-1000;;CHN;China Radio Int.;M;Oc;k;0;;
15440;1000-1100;;CHN;China Radio Int.;CA;Oc;k;0;;
15440;1100-1200;;CHN;China Radio Int.;M;Oc;k;0;;
15440;0650-0720;;IRN;IRIB Voice of I.R.Iran;HB;ME;s;0;;
15445;0400-0500;;CHN;China Radio Int.;R;EEu;ka;0;;
15445;0500-0600;;CHN;China Radio Int.;R;EEu;ka;0;;
15445;0100-0200;Sa;USA;Adventist World Radio;VN;SEA;/TWN;0;;
15450;1600-1700;;EGY;Radio Cairo;AFA;EAf;z;1;;[0717]
15450;0900-0930;;HKG;FEBC Radio Liangyou;HUI;FE;/PHL-i;1;;[0618]
15450;0830-0900;;PHL;FEBC Manila;MO;FE;i;1;;
15450;0930-1000;;PHL;FEBC Manila;MKB;INS;b;1;;
15450;0630-0700;;ROU;Radio Romania DIGITAL;E;AUS;s;0;;
15450;1000-1100;;USA;Adventist World Radio;M;FE;/GUM-a;0;;
15450;1300-1330;;USA;Adventist World Radio;KC;SEA;/GUM-a;0;;
15450;1430-1530;;USA;Voice of America;BR;SEA;/PHL-t;0;;
15455;0800-0830;;F;Radio France Int.;BM;WAf;;0;;
15455;0500-0600;;TWN;Radio Taiwan Int.;VN;SEA;p;1;;
15460;1200-1300;;ROU;Radio Romania Int.;E;WEu;s;0;;
15460;1300-1330;;ROU;Radio Romania Int.;A;NAf;g;0;;
15460;1600-1630;;USA;Voice of America;KNK;EAf;/STP;0;;
